,Station,Dates,pH,Dissolved Oxygen (mg/L),Water Temperature (°C),Suspended solids (mg/L),Conductivity (μS/cm),5-Day Biochemical Oxygen Demand (mg/L),Ammonia-Nitrogen (mg/L),Total Phosphorus (mg/L),Nitrate-Nitrogen (mg/L),Nitrite-Nitrogen (mg/L)
515,TC1,2010-12-02,7.3,8.8,21.6,2.1,321,0.5,0.011,0.02,0.035,0.002
516,TC2,2010-01-07,6.8,9.3,16.5,2.6,72,0.1,0.016,0.02,0.069,0.002
517,TC2,2010-02-01,7.8,8.1,27.0,8.0,95,0.4,0.015,0.02,0.009,0.002
518,TC2,2010-03-18,8.0,8.9,28.5,3.7,96,1.2,0.018,0.02,0.004,0.002
519,TC2,2010-04-12,7.6,7.9,27.8,4.3,95,0.8,0.021,0.02,0.007,0.002
520,TC2,2010-05-19,8.4,8.0,26.8,4.2,501,1.0,0.02,0.02,0.038,0.003
521,TC2,2010-06-25,7.4,7.6,27.6,11.0,113,0.2,0.012,0.03,0.014,0.002
522,TC2,2010-07-12,7.8,7.5,34.2,1.7,93,0.9,0.026,0.09,0.002,0.002
523,TC2,2010-08-04,7.8,7.1,34.4,0.9,95,0.3,0.015,0.02,0.003,0.002
524,TC2,2010-09-03,7.3,7.8,27.6,1.0,75,0.4,0.031,0.02,0.031,0.002
525,TC2,2010-10-07,7.2,8.1,25.4,4.0,69,0.4,0.018,0.02,0.018,0.002
526,TC2,2010-11-12,7.8,8.5,26.1,1.3,69,0.8,0.013,0.02,0.005,0.002
527,TC2,2010-12-02,8.4,8.7,25.4,3.2,75,1.1,0.01,0.03,0.002,0.002
528,TC3,2010-01-07,8.2,9.8,16.1,1.0,63,2.7,1.0,0.16,0.22,0.002
529,TC3,2010-02-01,8.1,8.7,23.0,4.7,106,5.4,3.2,0.42,0.1,0.007
530,TC3,2010-03-18,7.8,8.5,22.6,11.0,206,21.0,4.7,0.69,0.071,0.022
531,TC3,2010-04-12,8.4,8.6,26.5,2.5,54,5.8,1.6,0.23,0.092,0.007
532,TC3,2010-05-19,8.1,7.9,27.1,7.6,119,8.0,1.2,0.17,0.069,0.004
533,TC3,2010-06-25,8.0,8.1,28.1,4.4,76,2.4,0.9,0.27,0.13,0.008
534,TC3,2010-07-12,8.3,8.0,28.9,1.1,67,0.8,0.21,0.05,0.072,0.002
535,TC3,2010-08-04,8.0,8.0,27.5,1.4,63,4.7,0.23,0.04,0.12,0.002
536,TC3,2010-09-03,7.5,7.6,26.6,3.5,77,10.0,0.53,0.09,0.16,0.009
537,TC3,2010-10-07,7.8,8.2,24.5,1.1,58,2.4,0.66,0.09,0.11,0.007
538,TC3,2010-11-12,8.1,9.1,21.4,4.0,71,3.9,1.2,0.18,0.14,0.004
539,TC3,2010-12-02,8.0,9.4,21.1,0.9,67,4.7,1.1,0.13,0.13,0.004
540,TN1,2010-01-14,7.8,4.9,18.7,13.0,819,28.0,7.0,0.89,0.33,0.25
541,TN1,2010-02-17,8.2,5.3,15.0,18.0,886,14.0,5.0,0.73,1.0,0.2
542,TN1,2010-03-12,8.3,5.0,18.8,16.0,1375,30.0,7.4,1.0,0.11,0.1
543,TN1,2010-04-16,8.8,6.1,19.3,11.0,1616,20.0,7.0,0.83,1.3,0.29
544,TN1,2010-05-13,8.1,6.9,27.5,8.3,1495,13.0,3.9,0.64,1.7,0.24
545,TN1,2010-06-04,8.0,6.3,26.3,9.6,944,13.0,3.7,0.54,1.4,0.21
546,TN1,2010-07-14,8.1,4.6,29.8,26.0,1182,14.0,4.8,0.7,0.82,0.26
547,TN1,2010-08-02,7.6,6.0,29.1,14.0,746,10.0,3.5,0.65,1.2,0.17
548,TN1,2010-09-02,7.5,4.7,29.1,11.0,1203,14.0,4.7,0.68,0.77,0.16
549,TN1,2010-10-15,8.0,7.0,26.5,52.0,709,10.0,0.96,0.27,1.5,0.13
550,TN1,2010-11-01,7.9,5.4,23.8,5.6,894,27.0,5.8,0.76,0.8,0.23
551,TN1,2010-12-10,7.7,4.9,22.6,21.0,834,26.0,7.5,0.95,0.46,0.16
552,TN2,2010-01-14,7.7,9.6,18.5,15.0,234,15.0,0.89,0.2,1.9,0.028
553,TN2,2010-02-17,8.1,9.8,13.2,28.0,141,0.7,0.48,0.05,2.2,0.059
554,TN2,2010-03-12,8.1,9.0,18.2,24.0,349,3.2,0.48,0.22,2.9,0.067
555,TN2,2010-04-16,8.2,9.1,18.7,18.0,318,18.0,0.94,0.34,2.4,0.061
556,TN2,2010-05-13,7.9,8.2,28.7,53.0,247,0.9,0.31,0.09,3.8,0.14
557,TN2,2010-06-04,7.8,8.4,25.7,45.0,197,1.2,0.21,0.08,3.3,0.094
558,TN2,2010-07-14,7.8,8.3,31.6,4.2,178,3.0,1.3,0.22,1.1,0.042
559,TN2,2010-08-02,7.4,8.1,30.9,4.4,109,0.8,0.094,0.04,0.97,0.007
560,TN2,2010-09-02,7.6,8.0,29.4,5.6,194,1.4,0.12,0.05,1.2,0.01
561,TN2,2010-10-15,7.4,7.9,26.7,100.0,104,1.3,0.2,0.08,0.8,0.019
562,TN2,2010-11-01,7.9,10.3,22.8,4.8,176,3.6,1.0,0.2,1.3,0.035
563,TN2,2010-12-10,7.2,8.3,21.9,18.0,260,8.7,0.75,0.23,1.9,0.035
564,TN3,2010-01-14,7.6,6.4,17.3,2.7,34824,4.6,0.43,0.08,0.32,0.025
565,TN3,2010-02-17,8.0,6.7,15.1,3.1,33053,0.4,0.35,0.05,0.39,0.057
566,TN3,2010-03-12,7.8,5.5,18.2,1.8,31931,3.0,0.43,0.07,0.46,0.037
567,TN3,2010-04-16,8.1,6.7,20.9,3.0,43010,1.5,0.38,0.06,0.26,0.049
568,TN3,2010-05-13,7.5,4.9,26.5,0.5,30991,1.2,0.58,0.09,0.59,0.078
569,TN3,2010-06-04,7.5,5.0,26.2,1.1,26276,2.3,0.5,0.09,0.65,0.063
570,TN3,2010-07-14,8.2,8.8,29.9,7.6,29228,5.3,0.17,0.07,0.39,0.062
571,TN3,2010-08-02,7.5,5.2,31.0,4.1,22205,3.5,0.36,0.09,0.5,0.059
572,TN3,2010-09-02,7.6,4.9,30.3,3.9,33243,1.7,0.36,0.08,0.38,0.046
573,TN3,2010-10-15,7.5,6.8,28.1,17.0,10530,3.9,0.77,0.15,0.91,0.072
574,TN3,2010-11-01,7.7,5.8,24.9,3.4,38374,1.9,0.44,0.07,0.26,0.043
575,TN3,2010-12-10,7.8,4.8,22.0,11.0,41312,2.9,0.57,0.09,0.2,0.028
576,TN4,2010-01-14,7.5,5.2,16.4,3.2,34818,4.5,0.65,0.09,0.3,0.025
577,TN4,2010-02-17,7.8,7.1,15.2,4.0,33432,2.1,0.43,0.06,0.37,0.061
578,TN4,2010-03-12,7.8,5.6,18.0,2.3,31281,1.9,0.69,0.08,0.39,0.047
579,TN4,2010-04-16,7.9,6.3,20.1,3.0,40506,1.5,0.47,0.06,0.29,0.054
580,TN4,2010-05-13,7.5,7.3,26.9,1.2,25770,1.4,0.55,0.11,0.62,0.076
581,TN4,2010-06-04,7.3,5.6,26.2,1.4,26583,2.2,0.54,0.1,0.52,0.069
582,TN4,2010-07-14,7.8,5.9,29.5,4.9,28872,3.1,0.4,0.08,0.42,0.062
583,TN4,2010-08-02,7.4,5.2,29.9,1.6,16634,1.0,0.33,0.06,0.68,0.074
584,TN4,2010-09-02,8.1,8.9,31.3,15.0,38159,1.1,0.16,0.07,0.37,0.039
585,TN4,2010-10-15,8.0,8.5,29.3,30.0,11580,3.0,0.65,0.16,0.91,0.085
586,TN4,2010-11-01,7.6,7.1,25.1,19.0,39054,1.7,0.44,0.15,0.25,0.04
587,TN4,2010-12-10,7.7,6.4,21.5,3.9,32988,1.8,0.43,0.05,0.3,0.03
588,TN5,2010-01-14,7.6,6.6,16.9,3.8,34799,4.2,0.45,0.07,0.35,0.025
589,TN5,2010-02-17,7.9,6.5,15.4,4.0,34835,1.4,0.36,0.06,0.33,0.061
590,TN5,2010-03-12,7.8,6.4,18.1,1.9,24627,2.0,0.6,0.07,0.38,0.043
591,TN5,2010-04-16,8.0,7.4,20.3,4.8,41321,1.9,0.45,0.07,0.28,0.051
592,TN5,2010-05-13,7.5,5.5,27.2,1.3,18272,3.8,0.56,0.1,0.64,0.077
593,TN5,2010-06-04,7.4,4.6,26.2,1.1,24762,1.6,0.6,0.1,0.58,0.073
594,TN5,2010-07-14,8.1,7.4,29.7,6.9,29838,4.3,0.21,0.08,0.4,0.063
595,TN5,2010-08-02,7.4,5.7,30.6,3.4,20852,2.6,0.35,0.09,0.59,0.068
596,TN5,2010-09-02,7.9,7.5,30.9,25.0,28442,1.8,0.29,0.1,0.31,0.044
597,TN5,2010-10-15,8.0,8.3,29.6,20.0,15407,3.6,0.48,0.14,0.84,0.074
598,TN5,2010-11-01,7.6,6.2,25.1,22.0,37614,2.2,0.48,0.13,0.27,0.04
599,TN5,2010-12-10,7.6,4.9,21.7,4.9,34723,4.4,0.58,0.07,0.26,0.03
600,TN6,2010-01-14,7.0,5.9,16.0,2.1,36596,3.5,0.47,0.07,0.26,0.024
601,TN6,2010-02-17,7.3,8.0,14.6,2.5,33982,0.2,0.42,0.06,0.31,0.059
602,TN6,2010-03-12,7.7,6.6,18.7,1.2,40738,1.6,0.25,0.05,0.19,0.02
603,TN6,2010-04-16,7.6,6.4,19.8,3.5,40500,1.1,0.41,0.06,0.31,0.053
604,TN6,2010-05-13,7.5,6.0,25.7,1.1,31848,1.2,0.5,0.09,0.61,0.082
605,TN6,2010-06-04,7.0,4.7,25.7,0.5,25509,1.0,0.54,0.08,0.6,0.07
606,TN6,2010-07-14,8.2,7.9,30.0,7.5,29924,4.7,0.13,0.07,0.39,0.062
607,TN6,2010-08-02,7.4,5.8,29.9,2.8,20550,3.1,0.41,0.1,0.5,0.062
608,TN6,2010-09-02,7.3,4.7,30.1,5.2,37421,1.8,0.41,0.08,0.29,0.046
609,TN6,2010-10-15,7.4,5.1,27.0,18.0,7087,4.0,0.86,0.09,0.9,0.074
610,TN6,2010-11-01,7.2,5.8,23.8,8.5,37787,4.6,0.38,0.16,0.23,0.055
611,TN6,2010-12-10,7.9,6.9,21.4,4.5,42316,1.8,0.46,0.08,0.2,0.028
612,TR12,2010-01-08,7.1,8.5,17.9,7.8,158,6.5,7.7,0.98,2.5,0.78
613,TR12,2010-02-26,7.5,7.0,24.4,19.0,482,7.8,12.0,1.4,0.44,0.13
614,TR12,2010-03-19,7.6,7.5,26.6,17.0,375,16.0,13.0,1.2,0.26,0.09
615,TR12,2010-04-09,7.5,5.7,21.9,20.0,335,6.6,12.0,1.4,0.24,0.058
616,TR12,2010-05-10,7.3,6.5,24.7,29.0,143,8.6,3.1,0.45,0.52,0.046
617,TR12,2010-06-09,7.4,8.0,26.3,9.0,363,5.1,9.3,1.3,0.37,0.12
618,TR12,2010-07-09,8.4,8.9,29.6,5.0,107,4.3,2.5,0.73,1.8,1.5
619,TR12,2010-08-18,7.5,8.3,30.1,4.1,351,3.7,1.7,0.5,2.1,1.3
620,TR12,2010-09-10,7.7,8.5,31.0,47.0,200,2.1,1.1,0.39,1.8,0.43
621,TR12,2010-10-21,7.7,8.3,26.1,9.8,155,1.4,0.19,0.09,1.5,0.045
622,TR12,2010-11-24,7.2,6.7,22.9,7.4,176,1.8,0.28,0.15,1.2,0.2
623,TR12,2010-12-03,7.4,8.3,21.7,7.1,160,4.6,0.39,0.18,1.0,0.3
624,TR12B,2010-01-08,7.1,9.9,15.6,11.0,50,0.6,0.09,0.08,1.4,0.013
625,TR12B,2010-02-26,7.7,8.5,23.3,14.0,103,1.3,0.075,0.09,1.4,0.013
626,TR12B,2010-03-19,7.6,8.7,22.2,5.4,128,1.6,0.052,0.08,1.3,0.011
627,TR12B,2010-04-09,7.7,8.9,20.1,11.0,92,0.1,0.087,0.1,1.5,0.018
628,TR12B,2010-05-10,7.2,8.3,24.1,120.0,105,1.7,0.056,0.18,1.3,0.028
629,TR12B,2010-06-09,7.5,7.7,25.0,70.0,111,1.4,0.12,0.18,1.1,0.017
630,TR12B,2010-07-09,7.6,8.3,29.6,3.2,102,0.1,0.034,0.06,0.76,0.004
631,TR12B,2010-08-18,7.3,7.9,27.5,12.0,74,0.7,0.03,0.07,0.78,0.007
632,TR12B,2010-09-10,7.3,7.6,27.9,11.0,86,0.4,0.04,0.08,0.88,0.007
633,TR12B,2010-10-21,7.6,8.8,24.6,5.5,84,0.8,0.026,0.06,0.8,0.003
634,TR12B,2010-11-24,7.3,7.9,22.6,11.0,97,0.3,0.026,0.07,0.83,0.004
635,TR12B,2010-12-03,7.2,9.1,21.5,15.0,106,0.9,0.052,0.08,1.2,0.005
636,TR12C,2010-01-08,7.5,8.9,16.1,12.0,141,3.2,1.5,0.25,1.4,0.065
637,TR12C,2010-02-26,7.8,6.7,22.9,4.5,184,8.1,1.9,0.31,1.2,0.086
638,TR12C,2010-03-19,7.7,7.5,22.6,17.0,190,5.5,1.5,0.29,1.4,0.078
639,TR12C,2010-04-09,7.9,7.3,20.5,20.0,198,6.2,2.0,0.37,1.3,0.085
640,TR12C,2010-05-10,7.5,7.1,24.9,650.0,169,7.7,0.62,0.39,1.1,0.095
641,TR12C,2010-06-09,7.8,6.9,25.6,100.0,127,16.0,1.0,0.39,0.96,0.11
642,TR12C,2010-07-09,7.8,6.4,30.0,52.0,223,5.3,1.2,0.27,1.2,0.15
643,TR12C,2010-08-18,7.6,7.7,27.3,16.0,165,2.0,0.67,0.19,0.89,0.073
644,TR12C,2010-09-10,7.4,7.7,27.8,10.0,185,1.8,0.43,0.17,0.88,0.057
645,TR12C,2010-10-21,7.9,8.1,24.4,5.9,154,2.9,0.9,0.18,1.1,0.16
646,TR12C,2010-11-24,7.7,7.4,22.5,8.2,166,2.6,1.2,0.18,0.97,0.14
647,TR12C,2010-12-03,7.2,8.1,20.7,36.0,160,3.6,1.5,0.21,1.0,0.13
648,TR12D,2010-01-08,7.3,10.2,16.2,0.8,53,0.3,0.015,0.02,0.58,0.002
649,TR12D,2010-02-26,7.8,8.6,23.5,1.3,69,1.0,0.024,0.31,0.57,0.002
650,TR12D,2010-03-19,7.7,8.7,22.9,0.7,67,0.6,0.016,0.02,0.59,0.002
651,TR12D,2010-04-09,7.9,9.0,20.1,0.5,73,0.4,0.039,0.02,0.77,0.002
652,TR12D,2010-05-10,7.3,8.3,23.2,46.0,69,3.3,0.091,0.09,0.64,0.021
653,TR12D,2010-06-09,7.6,8.4,23.7,3.8,61,0.7,0.023,0.04,0.52,0.005
654,TR12D,2010-07-09,7.5,8.1,29.1,0.5,55,0.2,0.018,0.02,0.24,0.002
655,TR12D,2010-08-18,7.4,7.9,26.5,0.5,51,0.5,0.018,0.02,0.29,0.002
656,TR12D,2010-09-10,7.5,7.7,27.6,0.8,33,0.4,0.017,0.02,0.39,0.002
657,TR12D,2010-10-21,7.6,8.7,23.5,0.8,48,0.6,0.018,0.02,0.25,0.002
658,TR12D,2010-11-24,7.5,9.0,21.5,0.5,49,0.3,0.024,0.03,0.26,0.005
659,TR12D,2010-12-03,7.4,9.6,20.0,0.5,48,0.2,0.014,0.02,0.3,0.005
660,TR12E,2010-01-08,7.8,9.8,18.1,2.4,164,0.7,0.06,0.04,0.67,0.007
661,TR12E,2010-02-26,8.0,8.8,22.9,4.5,568,1.9,0.047,0.05,0.68,0.005
662,TR12E,2010-03-19,8.2,9.2,22.5,2.7,721,0.9,0.026,0.04,0.51,0.004
663,TR12E,2010-04-09,8.1,9.1,20.9,1.9,701,0.1,0.093,0.05,0.63,0.011
664,TR12E,2010-05-10,7.7,8.4,24.2,4.1,177,1.0,0.05,0.06,0.82,0.012
665,TR12E,2010-06-09,8.0,8.4,24.9,2.7,188,0.9,0.066,0.05,0.63,0.007
666,TR12E,2010-07-09,8.0,8.4,28.9,1.6,246,0.4,0.087,0.07,0.64,0.013
667,TR12E,2010-08-18,8.0,7.8,18.4,8.7,349,0.3,0.032,0.03,0.64,0.005
668,TR12E,2010-09-10,7.8,7.6,29.2,3.9,206,0.6,0.046,0.03,0.89,0.007
669,TR12E,2010-10-21,7.8,8.6,25.5,1.8,162,0.7,0.064,0.03,0.47,0.007
670,TR12E,2010-11-24,7.7,7.2,22.1,2.6,129,0.3,0.038,0.02,0.32,0.004
671,TR12E,2010-12-03,8.0,9.3,20.9,5.3,131,0.6,0.037,0.03,0.3,0.005
672,TR12F,2010-01-08,7.8,9.8,15.5,0.6,48,0.5,0.04,0.04,0.6,0.005
673,TR12F,2010-02-26,8.0,8.7,22.8,0.8,96,0.9,0.083,0.09,0.64,0.018
674,TR12F,2010-03-19,7.9,8.9,22.2,1.2,99,1.1,0.087,0.1,0.65,0.021
675,TR12F,2010-04-09,8.1,9.0,20.6,1.3,99,0.5,0.059,0.09,0.67,0.009
676,TR12F,2010-05-10,7.7,8.3,24.1,3.8,100,0.9,0.11,0.11,0.53,0.015
677,TR12F,2010-06-09,7.8,8.2,24.6,11.0,110,4.2,0.57,0.2,0.69,0.04
678,TR12F,2010-07-09,8.1,8.4,29.4,1.8,110,0.5,0.059,0.12,0.56,0.009
679,TR12F,2010-08-18,7.7,7.8,27.1,1.6,95,0.6,0.056,0.09,0.44,0.015
680,TR12F,2010-09-10,7.6,7.8,27.7,3.0,96,0.7,0.045,0.09,0.41,0.009
681,TR12F,2010-10-21,8.2,8.6,24.3,0.5,85,0.6,0.043,0.07,0.51,0.008
682,TR12F,2010-11-24,7.8,9.3,21.8,0.7,88,0.5,0.037,0.06,0.45,0.005
683,TR12F,2010-12-03,7.5,9.9,19.8,3.5,82,0.8,0.029,0.08,0.47,0.007
684,TR12G,2010-01-08,7.5,9.7,15.3,2.8,53,0.2,0.013,0.03,0.054,0.002
685,TR12G,2010-02-26,8.0,8.1,22.7,1.8,36,0.2,0.012,0.04,0.071,0.002
686,TR12G,2010-03-19,8.2,8.5,21.1,1.3,64,0.8,0.015,0.04,0.081,0.002
687,TR12G,2010-04-09,8.3,8.8,19.6,0.5,64,0.3,0.023,0.04,0.083,0.002
688,TR12G,2010-05-10,7.6,7.8,22.8,2.6,68,0.5,0.017,0.07,0.058,0.003
689,TR12G,2010-06-09,7.5,7.4,23.4,3.0,59,0.6,0.034,0.08,0.058,0.002
690,TR12G,2010-07-09,7.9,7.3,28.2,2.3,75,0.3,0.023,0.09,0.042,0.002
691,TR12G,2010-08-18,7.5,7.5,26.6,2.0,66,0.2,0.021,0.06,0.072,0.002
692,TR12G,2010-09-10,7.4,7.4,27.0,1.6,39,0.3,0.025,0.05,0.082,0.002
693,TR12G,2010-10-21,7.4,8.3,24.1,1.6,51,0.8,0.016,0.05,0.048,0.002
694,TR12G,2010-11-24,7.5,8.1,21.6,1.9,55,0.1,0.026,0.04,0.036,0.002
695,TR12G,2010-12-03,7.2,9.0,20.2,0.7,53,0.5,0.015,0.03,0.032,0.002
696,TR12H,2010-01-08,7.4,10.0,15.2,0.9,31,0.1,0.041,0.05,0.76,0.006
697,TR12H,2010-02-26,8.0,8.4,22.8,0.5,70,0.1,0.051,0.04,0.66,0.003
698,TR12H,2010-03-19,7.9,8.8,20.6,0.5,70,0.5,0.062,0.04,0.63,0.003
699,TR12H,2010-04-09,8.0,9.4,19.4,0.5,71,0.3,0.048,0.04,0.76,0.002
700,TR12H,2010-05-10,7.4,8.1,23.3,17.0,77,1.2,0.092,0.09,0.66,0.017
701,TR12H,2010-06-09,7.5,8.1,23.7,11.0,83,1.5,0.042,0.08,0.81,0.01
702,TR12H,2010-07-09,7.8,8.0,28.3,0.7,74,0.2,0.036,0.05,0.57,0.004
703,TR12H,2010-08-18,7.4,7.8,27.0,2.0,75,0.4,0.06,0.06,0.6,0.009
704,TR12H,2010-09-10,7.4,7.5,27.8,2.7,41,0.3,0.026,0.04,0.68,0.002
705,TR12H,2010-10-21,7.6,8.6,23.9,0.6,39,0.5,0.028,0.04,0.69,0.006
706,TR12H,2010-11-24,7.5,7.3,21.2,0.5,67,0.4,0.053,0.04,0.68,0.005
707,TR12H,2010-12-03,7.4,9.5,19.6,1.2,63,0.1,0.032,0.04,0.68,0.003
708,TR12I,2010-01-08,6.8,7.3,17.2,8.5,34719,2.0,0.45,0.08,0.25,0.018
709,TR12I,2010-02-26,7.0,7.8,24.4,2.0,25514,1.8,0.52,0.1,0.49,0.029
710,TR12I,2010-03-19,7.0,5.1,23.6,3.6,35085,10.0,0.77,0.17,0.32,0.027
711,TR12I,2010-04-09,7.0,6.5,20.4,0.6,28786,1.4,0.65,0.1,0.32,0.03
712,TR12I,2010-05-10,6.9,6.0,24.6,11.0,16000,3.9,0.43,0.13,0.49,0.037
713,TR12I,2010-06-09,7.3,4.1,27.2,14.0,21582,5.8,0.76,0.15,0.45,0.055
714,TR12I,2010-07-09,7.9,9.0,32.5,9.1,41407,6.0,0.21,0.17,0.23,0.053
715,TR12I,2010-08-18,7.5,6.4,31.0,6.8,30543,2.2,0.21,0.07,0.33,0.023
716,TR12I,2010-09-10,7.3,4.8,31.2,9.1,16127,9.1,0.32,0.17,0.52,0.033
717,TR12I,2010-10-21,7.0,6.6,27.5,7.0,17370,2.6,0.27,0.1,1.1,0.041
718,TR12I,2010-11-24,7.0,7.1,23.1,3.5,6511,1.8,0.33,0.11,1.0,0.14
719,TR12I,2010-12-03,7.5,5.1,24.5,12.0,25764,2.4,0.59,0.14,0.39,0.084
720,TR13,2010-01-06,7.7,9.8,17.5,4.8,48,0.9,0.18,0.09,0.68,0.03
721,TR13,2010-02-18,8.1,10.5,12.8,1.2,76,0.8,0.14,0.05,0.73,0.024
722,TR13,2010-03-03,7.5,8.5,23.8,3.6,195,2.1,0.19,0.08,0.92,0.045
723,TR13,2010-04-08,8.0,9.2,18.1,44.0,100,6.3,0.44,0.2,1.4,0.051
724,TR13,2010-05-27,7.7,8.5,24.6,4.8,86,0.8,0.063,0.06,0.64,0.029
725,TR13,2010-06-30,7.6,8.6,26.4,19.0,122,0.4,0.043,0.05,0.72,0.008
726,TR13,2010-07-19,7.2,7.8,27.5,16.0,101,0.6,0.079,0.1,0.5,0.017
727,TR13,2010-08-13,7.7,7.7,28.3,68.0,37,0.6,0.042,0.1,0.38,0.01
728,TR13,2010-09-09,7.2,7.7,28.3,27.0,96,0.7,0.049,0.05,0.65,0.013
729,TR13,2010-10-20,7.8,8.4,23.9,3.5,95,1.0,0.074,0.05,0.42,0.014
730,TR13,2010-11-17,7.5,9.1,21.6,4.3,74,0.6,0.09,0.07,0.52,0.018
731,TR13,2010-12-15,7.8,9.2,19.2,0.8,70,1.5,0.042,0.03,0.24,0.002
732,TR14,2010-01-06,6.9,7.0,18.1,1.2,30488,0.7,0.11,0.04,0.16,0.005
733,TR14,2010-02-18,6.8,5.7,14.8,1.6,22903,0.1,0.13,0.05,0.21,0.005
734,TR14,2010-03-03,7.4,8.2,22.4,7.2,6180,1.1,0.086,0.04,0.18,0.003
735,TR14,2010-04-08,7.5,8.2,18.2,8.0,11922,0.1,0.15,0.03,0.24,0.004
736,TR14,2010-05-27,7.3,5.4,28.0,12.0,32172,1.6,0.063,0.09,0.028,0.004
737,TR14,2010-06-30,7.5,7.8,25.5,1.8,1725,0.5,0.063,0.14,0.46,0.006
738,TR14,2010-07-19,7.0,7.4,26.9,1.4,3079,0.6,0.19,0.18,0.35,0.039
739,TR14,2010-08-13,7.5,7.9,26.3,2.2,1962,0.3,0.049,0.04,0.3,0.002
740,TR14,2010-09-09,7.9,6.4,29.8,21.0,24292,2.7,0.088,0.13,0.21,0.005
741,TR14,2010-10-20,7.2,5.7,26.8,14.0,27947,2.8,0.21,0.13,0.11,0.007
742,TR14,2010-11-17,7.1,6.4,21.2,3.6,9035,0.1,0.12,0.04,0.12,0.003
743,TR14,2010-12-15,7.6,8.8,19.2,9.1,1115,0.6,6.8,0.86,1.1,0.16
744,TR17,2010-01-13,8.5,10.9,16.6,3.3,348,3.1,0.093,0.06,0.74,0.056
745,TR17,2010-02-03,8.4,9.6,19.3,21.0,425,1.8,0.23,0.05,0.5,0.062
746,TR17,2010-03-24,9.4,9.4,22.7,1.9,454,2.3,0.046,0.06,0.38,0.025
747,TR17,2010-04-23,9.0,9.0,23.5,4.1,959,2.8,0.17,0.05,0.69,0.033
748,TR17,2010-05-14,8.2,7.3,24.3,17.0,5867,24.0,1.1,0.41,0.4,0.092
749,TR17,2010-06-10,8.4,8.4,24.1,20.0,178,0.5,0.032,0.04,0.49,0.009
750,TR17,2010-07-21,7.7,7.5,27.5,16.0,197,5.0,0.031,0.06,0.33,0.021
751,TR17,2010-08-16,8.4,8.2,26.5,1.5,182,1.1,0.041,0.05,0.42,0.009
752,TR17,2010-09-15,8.5,8.4,27.2,1.6,132,0.2,0.03,0.02,0.25,0.004
753,TR17,2010-10-13,8.8,8.8,26.7,2.3,333,4.0,0.043,0.04,0.35,0.031
754,TR17,2010-11-19,7.9,8.7,23.5,8.4,768,10.0,0.047,0.06,0.13,0.016
755,TR17,2010-12-13,9.1,10.2,20.6,4.2,133,2.6,0.25,0.06,0.26,0.021
756,TR17L,2010-01-13,7.3,8.5,13.9,1.7,12374,1.7,0.3,0.05,0.55,0.027
757,TR17L,2010-02-03,7.1,6.7,19.4,1.2,35462,1.4,0.19,0.03,0.18,0.012
758,TR17L,2010-03-24,7.7,6.1,23.3,13.0,19815,1.7,0.34,0.05,0.42,0.03
759,TR17L,2010-04-23,7.6,6.3,22.5,2.1,31551,1.9,0.25,0.05,0.32,0.019
760,TR17L,2010-05-14,7.8,7.7,25.0,2.4,26989,3.2,0.18,0.06,0.51,0.027
761,TR17L,2010-06-10,7.7,8.1,24.2,21.0,1267,0.2,0.061,0.05,0.4,0.01
762,TR17L,2010-07-21,7.5,7.1,27.6,52.0,1238,5.5,0.087,0.11,0.36,0.02
763,TR17L,2010-08-16,7.6,7.8,27.3,3.2,4838,2.0,0.046,0.04,0.38,0.012
764,TR17L,2010-09-15,7.6,7.1,28.5,1.6,3769,3.6,0.064,0.04,0.31,0.009
765,TR17L,2010-10-13,7.6,7.2,27.2,3.8,10261,4.5,0.21,0.12,0.29,0.016
766,TR17L,2010-11-19,7.2,5.6,23.7,3.5,19959,2.2,0.18,0.03,0.28,0.018
767,TR17L,2010-12-13,7.5,6.8,21.6,3.0,18085,2.7,0.28,0.06,0.32,0.026
768,TR19,2010-01-13,8.0,10.6,19.6,12.0,1696,2.5,0.049,0.08,0.91,0.011
769,TR19,2010-02-03,7.9,9.5,20.0,7.5,4621,4.8,0.037,0.03,0.35,0.005
770,TR19,2010-03-24,8.7,10.2,26.6,0.5,2046,2.2,0.11,0.23,0.8,0.022
771,TR19,2010-04-23,8.5,10.1,27.1,6.9,6534,0.1,0.032,0.09,0.89,0.022
772,TR19,2010-05-14,9.0,13.5,27.4,14.0,9325,2.3,0.091,0.24,0.9,0.032
773,TR19,2010-06-10,7.5,8.7,25.7,12.0,1155,1.3,0.022,0.05,0.91,0.013
774,TR19,2010-07-21,8.3,7.6,26.9,11.0,248,3.2,0.034,0.08,0.38,0.016
775,TR19,2010-08-16,7.5,7.6,27.4,9.8,963,2.9,0.017,0.06,0.61,0.008
776,TR19,2010-09-15,7.2,7.6,28.8,5.1,487,17.0,0.021,0.04,0.58,0.008
777,TR19,2010-10-13,7.6,8.3,28.8,4.2,951,0.9,0.052,0.04,0.74,0.011
778,TR19,2010-11-19,7.7,8.5,25.1,4.3,1096,3.9,0.021,0.04,0.79,0.01
779,TR19,2010-12-13,8.6,9.7,23.4,7.3,979,2.6,0.037,0.03,0.35,0.006
780,TR19A,2010-01-13,8.0,11.5,16.4,2.3,3006,0.8,0.043,0.03,0.96,0.007
781,TR19A,2010-02-03,8.1,9.6,20.4,11.0,584,1.0,0.04,0.04,0.29,0.004
